resolution,series,3-gram
94,2021,advisories attached agencies
94,2021,attached agencies permitted
94,2021,agencies permitted industries
94,2021,permitted industries sectors
94,2021,industries sectors within
94,2021,sectors within regulatory
94,2021,within regulatory authorities
94,2021,regulatory authorities vigilant
94,2021,authorities vigilant enforcement
94,2021,vigilant enforcement monitoring
94,2021,enforcement monitoring minimum
94,2021,monitoring minimum public
94,2021,minimum public health
94,2021,public health standards
94,2021,health standards revisions
94,2021,standards revisions omnibus
94,2021,revisions omnibus guidelines
94,2021,omnibus guidelines implementation
94,2021,guidelines implementation community
94,2021,implementation community quarantine
94,2021,community quarantine philippines
94,2021,quarantine philippines follows
94,2021,philippines follows section
94,2021,follows section guidelines
94,2021,section guidelines areas
94,2021,guidelines areas general
94,2021,areas general community
94,2021,general community quarantine
94,2021,community quarantine areas
94,2021,quarantine areas placed
94,2021,areas placed gcq
94,2021,placed gcq observe
94,2021,gcq observe following
94,2021,observe following protocols
94,2021,following protocols road
94,2021,protocols road rail
94,2021,road rail maritime
94,2021,rail maritime aviation
94,2021,maritime aviation sectors
94,2021,aviation sectors public
94,2021,sectors public transportation
94,2021,public transportation allowed
94,2021,transportation allowed operate
94,2021,allowed operate capacity
94,2021,operate capacity following
94,2021,capacity following protocols
94,2021,following protocols provided
94,2021,protocols provided dotr
94,2021,provided dotr section
94,2021,dotr section guidelines
94,2021,section guidelines areas
94,2021,guidelines areas modified
94,2021,areas modified general
94,2021,modified general community
94,2021,general community quarantine
94,2021,community quarantine areas
94,2021,quarantine areas placed
94,2021,areas placed mgcq
94,2021,placed mgcq observe
94,2021,mgcq observe following
94,2021,observe following protocols
94,2021,following protocols road
94,2021,protocols road rail
94,2021,road rail maritime
94,2021,rail maritime aviation
94,2021,maritime aviation sectors
94,2021,aviation sectors public
94,2021,sectors public transportation
94,2021,public transportation allowed
94,2021,transportation allowed operate
94,2021,allowed operate capaci
94,2021,operate capaci following
94,2021,capaci following protocols
94,2021,following protocols provided
94,2021,protocols provided dotr
94,2021,provided dotr dilg
94,2021,dotr dilg directed
94,2021,dilg directed ensure
94,2021,directed ensure proper
94,2021,ensure proper enforcement
94,2021,proper enforcement atf
94,2021,enforcement atf resolution
94,2021,atf resolution use
94,2021,resolution use staysafe
94,2021,use staysafe system
94,2021,staysafe system local
94,2021,system local government
94,2021,local government units
94,2021,government units ease
94,2021,units ease contact
94,2021,ease contact tracing
94,2021,contact tracing resolved
94,2021,tracing resolved chairperson
94,2021,resolved chairperson chairperson
94,2021,chairperson chairperson duly
94,2021,chairperson duly authorized
94,2021,duly authorized sign
94,2021,authorized sign resolution
94,2021,sign resolution behalf
94,2021,resolution behalf inter
94,2021,behalf inter agency
94,2021,inter agency task
94,2021,agency task force
94,2021,task force approvep
94,2021,force approvep thic
94,2021,approvep thic 1th
94,2021,thic 1th tannard
94,2021,1th tannard in01
94,2021,tannard in01 videncanfarence
94,2021,in01 videncanfarence certification
95,2021,section article 1987
95,2021,article 1987 constitution
95,2021,1987 constitution states
95,2021,constitution states state
95,2021,states state protect
95,2021,state protect promote
95,2021,protect promote right
95,2021,promote right health
95,2021,right health people
95,2021,health people instill
95,2021,people instill health
95,2021,instill health consciousness
95,2021,health consciousness among
95,2021,consciousness among section
95,2021,among section executive
95,2021,section executive order
95,2021,executive order 168
95,2021,order 168 mandates
95,2021,168 mandates inter
95,2021,mandates inter agency
95,2021,inter agency task
95,2021,agency task force
95,2021,task force management
95,2021,force management emerging
95,2021,management emerging infectious
95,2021,emerging infectious diseases
95,2021,infectious diseases prevent
95,2021,diseases prevent minimize
95,2021,prevent minimize entry
95,2021,minimize entry suspected
95,2021,entry suspected confirmed
95,2021,suspected confirmed patients
95,2021,confirmed patients emerging
95,2021,patients emerging infectious
95,2021,emerging infectious diseases
95,2021,infectious diseases country
95,2021,diseases country september
95,2021,country september 2020
95,2021,september 2020 president
95,2021,2020 president issued
95,2021,president issued proclamation
95,2021,issued proclamation 1021
95,2021,proclamation 1021 2020
95,2021,1021 2020 extending
95,2021,2020 extending period
95,2021,extending period state
95,2021,period state calamity
95,2021,state calamity throughout
95,2021,calamity throughout philippines
95,2021,throughout philippines september
95,2021,philippines september 2021
95,2021,september 2021 department
95,2021,2021 department health
95,2021,department health received
95,2021,health received reports
95,2021,received reports regarding
95,2021,reports regarding new
95,2021,regarding new variant
95,2021,new variant sars
95,2021,variant sars cov
95,2021,sars cov vui
95,2021,cov vui 2020
95,2021,vui 2020 spreading
95,2021,2020 spreading united
95,2021,spreading united kingdom
95,2021,united kingdom great
95,2021,kingdom great britain
95,2021,great britain northern
95,2021,britain northern ireland
95,2021,northern ireland united
95,2021,ireland united kingdom
95,2021,united kingdom another
95,2021,kingdom another variant
95,2021,another variant identified
95,2021,variant identified south
95,2021,identified south africa
95,2021,south africa 501
95,2021,africa 501 memorandums
95,2021,501 memorandums executive
95,2021,memorandums executive secretary
95,2021,executive secretary provided
95,2021,secretary provided additional
95,2021,provided additional measures
95,2021,additional measures observed
95,2021,measures observed relative
95,2021,observed relative sars
95,2021,relative sars cov
95,2021,sars cov variant
95,2021,cov variant detected
95,2021,variant detected united
95,2021,detected united kingdom
95,2021,united kingdom including
95,2021,kingdom including imposition
95,2021,including imposition travel
95,2021,imposition travel restrictions
95,2021,travel restrictions countries
95,2021,restrictions countries jurisdictions
95,2021,countries jurisdictions new
95,2021,jurisdictions new covid
95,2021,new covid variants
95,2021,covid variants officially
95,2021,variants officially reported
95,2021,officially reported subjected
95,2021,reported subjected filipino
95,2021,subjected filipino citizens
95,2021,filipino citizens coming
95,2021,citizens coming countries
95,2021,coming countries jurisdictions
95,2021,countries jurisdictions absolute
95,2021,jurisdictions absolute day
95,2021,absolute day quarantine
95,2021,day quarantine period
95,2021,quarantine period notwithstanding
95,2021,period notwithstanding negative
95,2021,notwithstanding negative reverse
95,2021,negative reverse transcription
95,2021,reverse transcription polymerase
95,2021,transcription polymerase chain
95,2021,polymerase chain reaction
95,2021,chain reaction pcr
95,2021,reaction pcr test
95,2021,pcr test result
95,2021,test result continued
95,2021,result continued implementation
95,2021,continued implementation proactive
95,2021,implementation proactive measures
95,2021,proactive measures necessary
95,2021,measures necessary ensure
95,2021,necessary ensure utmost
95,2021,ensure utmost protection
95,2021,utmost protection health
95,2021,protection health filipino
95,2021,health filipino people
95,2021,filipino people january
95,2021,people january 2021
95,2021,january 2021 total
95,2021,2021 total twenty
95,2021,total twenty eight
95,2021,twenty eight thousand
95,2021,eight thousand nine
95,2021,thousand nine hundred
95,2021,nine hundred four
95,2021,hundred four 904
95,2021,four 904 active
95,2021,904 active covid
95,2021,active covid cases
95,2021,covid cases philippines
95,2021,cases philippines therefore
95,2021,philippines therefore resolved
95,2021,therefore resolved hereby
95,2021,resolved hereby resolved
95,2021,hereby resolved iatf
95,2021,resolved iatf approves
95,2021,iatf approves following
95,2021,approves following pursuant
95,2021,following pursuant approved
95,2021,pursuant approved philippine
95,2021,approved philippine national
95,2021,philippine national covid
95,2021,national covid vaccination
95,2021,covid vaccination roadmap
95,2021,vaccination roadmap implementation
95,2021,roadmap implementation plan
95,2021,implementation plan national
95,2021,plan national deployment
95,2021,national deployment vaccination
95,2021,deployment vaccination plan
95,2021,vaccination plan covid
95,2021,plan covid serve
95,2021,covid serve end
95,2021,serve end end
95,2021,end end guide
95,2021,end guide vaccination
95,2021,guide vaccination implementers
95,2021,vaccination implementers local
95,2021,implementers local government
95,2021,local government units
95,2021,government units hereby
95,2021,units hereby ratified
95,2021,hereby ratified beginning
95,2021,ratified beginning february
95,2021,beginning february 2021
95,2021,february 2021 provinces
95,2021,2021 provinces highly
95,2021,provinces highly urbanized
95,2021,highly urbanized cities
95,2021,urbanized cities independent
95,2021,cities independent component
95,2021,independent component cities
95,2021,component cities placed
95,2021,cities placed new
95,2021,placed new community
95,2021,new community quarantine
95,2021,community quarantine classifications
95,2021,quarantine classifications age
95,2021,classifications age based
95,2021,age based restrictions
95,2021,based restrictions areas
95,2021,restrictions areas placed
95,2021,areas placed modified
95,2021,placed modified general
95,2021,modified general community
95,2021,general community quarantine
95,2021,community quarantine relaxed
95,2021,quarantine relaxed areas
95,2021,relaxed areas general
95,2021,areas general community
95,2021,general community quarantine
95,2021,community quarantine local
95,2021,quarantine local government
95,2021,local government units
95,2021,government units enjoined
95,2021,units enjoined adopt
95,2021,enjoined adopt relaxation
95,2021,adopt relaxation age
95,2021,relaxation age based
95,2021,age based restrictions
95,2021,based restrictions purpose
95,2021,restrictions purpose omnibus
95,2021,purpose omnibus guidelines
95,2021,omnibus guidelines implementation
95,2021,guidelines implementation community
95,2021,implementation community quarantine
95,2021,community quarantine philippines
95,2021,quarantine philippines hereby
95,2021,philippines hereby amended
95,2021,hereby amended follows
95,2021,amended follows section
95,2021,follows section guidelines
95,2021,section guidelines areas
95,2021,guidelines areas placed
95,2021,areas placed modified
95,2021,placed modified general
95,2021,modified general community
95,2021,general community quarantine
95,2021,community quarantine areas
95,2021,quarantine areas placed
95,2021,areas placed mgcq
95,2021,placed mgcq observe
95,2021,mgcq observe following
95,2021,observe following protocols
95,2021,following protocols person
95,2021,protocols person ten
95,2021,person ten years
95,2021,ten years old
95,2021,years old sixty
95,2021,old sixty five
95,2021,sixty five years
95,2021,five years age
95,2021,years age immunodeficiency
95,2021,age immunodeficiency comorbidity
95,2021,immunodeficiency comorbidity health
95,2021,comorbidity health risks
95,2021,health risks pregnant
95,2021,risks pregnant women
95,2021,pregnant women required
95,2021,women required remain
95,2021,required remain residences
95,2021,remain residences times
95,2021,residences times provided
95,2021,times provided activities
95,2021,provided activities movements
95,2021,activities movements allowed
95,2021,movements allowed sections
95,2021,allowed sections guidelines
95,2021,sections guidelines foregoing
95,2021,guidelines foregoing persons
95,2021,foregoing persons continue
95,2021,persons continue permitted
95,2021,continue permitted mgco
95,2021,permitted mgco recommendations
95,2021,mgco recommendations atf
95,2021,recommendations atf technical
95,2021,atf technical working
95,2021,technical working group
95,2021,working group specifics
95,2021,group specifics follows
95,2021,specifics follows approve
95,2021,follows approve request
95,2021,approve request professional
95,2021,request professional regulation
95,2021,professional regulation commission
95,2021,regulation commission conduct
95,2021,commission conduct administer
95,2021,conduct administer licensure
95,2021,administer licensure examinations
95,2021,licensure examinations professionals
95,2021,examinations professionals scheduled
95,2021,professionals scheduled january
95,2021,scheduled january march
95,2021,january march 2021
95,2021,march 2021 observance
95,2021,2021 observance strict
95,2021,observance strict health
95,2021,strict health protocols
95,2021,health protocols approved
95,2021,protocols approved department
95,2021,approved department health
95,2021,department health agencies
95,2021,health agencies directed
95,2021,agencies directed render
95,2021,directed render full
95,2021,render full assistance
95,2021,full assistance safe
95,2021,assistance safe successful
95,2021,safe successful conduct
95,2021,successful conduct examinations
95,2021,conduct examinations following
95,2021,examinations following directives
95,2021,following directives iatf
95,2021,directives iatf twg
95,2021,iatf twg iatf
95,2021,twg iatf resolution
95,2021,iatf resolution establish
95,2021,resolution establish implementing
95,2021,establish implementing guidelines
95,2021,implementing guidelines exemptions
95,2021,guidelines exemptions entry
95,2021,exemptions entry travel
95,2021,entry travel restrictions
95,2021,travel restrictions iatf
95,2021,restrictions iatf resolution
95,2021,iatf resolution amended
95,2021,resolution amended follows
95,2021,amended follows xxx
95,2021,follows xxx foreign
95,2021,xxx foreign travelers
95,2021,foreign travelers coming
95,2021,travelers coming travel
95,2021,coming travel history
95,2021,travel history within
95,2021,history within last
95,2021,within last days
95,2021,last days prior
95,2021,days prior arrival
95,2021,prior arrival philippines
95,2021,arrival philippines countries
95,2021,philippines countries jurisdictions
95,2021,countries jurisdictions covered
95,2021,jurisdictions covered travel
95,2021,covered travel restrictions
95,2021,travel restrictions covid
95,2021,restrictions covid variants
95,2021,covid variants permitted
95,2021,variants permitted entry
95,2021,permitted entry philippines
95,2021,entry philippines january
95,2021,philippines january 2021
95,2021,january 2021 notwithstanding
95,2021,2021 notwithstanding previous
95,2021,notwithstanding previous iatf
95,2021,previous iatf resolutions
95,2021,iatf resolutions exemptions
95,2021,resolutions exemptions except
95,2021,exemptions except following
95,2021,except following foreign
95,2021,following foreign nationals
95,2021,foreign nationals valid
95,2021,nationals valid visas
95,2021,valid visas accredited
95,2021,visas accredited foreign
95,2021,accredited foreign diplomats
95,2021,foreign diplomats personnel
95,2021,diplomats personnel accredited
95,2021,personnel accredited international
95,2021,accredited international organizations
95,2021,international organizations world
95,2021,organizations world health
95,2021,world health organization
95,2021,health organization united
95,2021,organization united nations
95,2021,united nations provided
95,2021,nations provided undergo
95,2021,provided undergo pcr
95,2021,undergo pcr test
95,2021,pcr test upon
95,2021,test upon arrival
95,2021,upon arrival airport
95,2021,arrival airport execute
95,2021,airport execute undertaking
95,2021,execute undertaking observe
95,2021,undertaking observe strict
95,2021,observe strict day
95,2021,strict day quarantine
95,2021,day quarantine pursuant
95,2021,quarantine pursuant relevant
95,2021,pursuant relevant doh
95,2021,relevant doh memorandum
95,2021,doh memorandum circular
95,2021,memorandum circular foreign
95,2021,circular foreign dignitaries
95,2021,foreign dignitaries observe
95,2021,dignitaries observe existing
95,2021,observe existing testing
95,2021,existing testing quarantine
95,2021,testing quarantine protocols
95,2021,quarantine protocols upon
95,2021,protocols upon arrival
95,2021,upon arrival medical
95,2021,arrival medical emergency
95,2021,medical emergency cases
95,2021,emergency cases including
95,2021,cases including medical
95,2021,including medical escorts
95,2021,medical escorts subject
95,2021,escorts subject applicable
95,2021,subject applicable testing
95,2021,applicable testing quarantine
95,2021,testing quarantine protocols
95,2021,quarantine protocols prescribed
95,2021,protocols prescribed department
95,2021,prescribed department health
95,2021,department health spouse
95,2021,health spouse minor
95,2021,spouse minor children
95,2021,minor children filipino
95,2021,children filipino citizens
95,2021,filipino citizens travelling
95,2021,citizens travelling subject
95,2021,travelling subject testing
95,2021,subject testing quarantine
95,2021,testing quarantine protocols
95,2021,quarantine protocols applicable
95,2021,protocols applicable filipino
95,2021,applicable filipino citizens
95,2021,filipino citizens filipino
95,2021,citizens filipino citizens
95,2021,filipino citizens coming
95,2021,citizens coming countries
95,2021,coming countries jurisdictions
95,2021,countries jurisdictions travel
95,2021,jurisdictions travel restrictions
95,2021,travel restrictions covid
95,2021,restrictions covid new
95,2021,covid new variants
95,2021,new variants place
95,2021,variants place within
95,2021,place within fourteen
95,2021,within fourteen days
95,2021,fourteen days immediately
95,2021,days immediately preceding
95,2021,immediately preceding arrival
95,2021,preceding arrival philippines
95,2021,arrival philippines subject
95,2021,philippines subject prescribed
95,2021,subject prescribed testing
95,2021,prescribed testing and_quarantine
95,2021,testing and_quarantine protocols
95,2021,and_quarantine protocols filipino
95,2021,protocols filipino citizens
95,2021,filipino citizens arriving
95,2021,citizens arriving for_highly
95,2021,arriving for_highly exceptional
95,2021,for_highly exceptional medical
95,2021,exceptional medical reasons
95,2021,medical reasons local
95,2021,reasons local diplomats
95,2021,local diplomats subject
95,2021,diplomats subject applicable
95,2021,subject applicable quarantine
95,2021,applicable quarantine protocols
95,2021,quarantine protocols prescribed
95,2021,protocols prescribed department
95,2021,prescribed department health
95,2021,department health xxx
95,2021,health xxx amend
95,2021,xxx amend testing
95,2021,amend testing quarantine
95,2021,testing quarantine protocols
95,2021,quarantine protocols passengers
95,2021,protocols passengers coming
95,2021,passengers coming transiting
95,2021,coming transiting countries
95,2021,transiting countries travel
95,2021,countries travel restrictions
95,2021,travel restrictions place
95,2021,restrictions place due
95,2021,place due new
95,2021,due new covid
95,2021,new covid variants
95,2021,covid variants incoming
95,2021,variants incoming passengers
95,2021,incoming passengers tested
95,2021,passengers tested upon
95,2021,tested upon arrival
95,2021,upon arrival quarantined
95,2021,arrival quarantined result
95,2021,quarantined result subsequent
95,2021,result subsequent test
95,2021,subsequent test administered
95,2021,test administered fifth
95,2021,administered fifth day
95,2021,fifth day released
95,2021,day released said
95,2021,released said persons
95,2021,said persons yield
95,2021,persons yield negative
95,2021,yield negative result
95,2021,negative result covid
95,2021,result covid tests
95,2021,covid tests endorsed
95,2021,tests endorsed local
95,2021,endorsed local government
95,2021,local government units
95,2021,government units destination
95,2021,units destination strictly
95,2021,destination strictly monitor
95,2021,strictly monitor remainder
95,2021,monitor remainder fourteen
95,2021,remainder fourteen day
95,2021,fourteen day quarantine
95,2021,day quarantine respective
95,2021,quarantine respective barangay
95,2021,respective barangay health
95,2021,barangay health emergency
95,2021,health emergency response
95,2021,emergency response teams
95,2021,response teams department
95,2021,teams department health
95,2021,department health implementing
95,2021,health implementing agencies
95,2021,implementing agencies providing
95,2021,agencies providing quarantine
95,2021,providing quarantine protocols
95,2021,quarantine protocols directed
95,2021,protocols directed amend
95,2021,directed amend issuances
95,2021,amend issuances conform
95,2021,issuances conform foregoing
95,2021,conform foregoing adopt
95,2021,foregoing adopt amendments
95,2021,adopt amendments department
95,2021,amendments department tourism
95,2021,department tourism omnibus
95,2021,tourism omnibus guidelines
95,2021,omnibus guidelines implementation
95,2021,guidelines implementation community
95,2021,implementation community quarantine
95,2021,community quarantine philippines
95,2021,quarantine philippines follows
95,2021,philippines follows section
95,2021,follows section guidelines
95,2021,section guidelines areas
95,2021,guidelines areas placed
95,2021,areas placed enhanced
95,2021,placed enhanced community
95,2021,enhanced community quarantine
95,2021,community quarantine areas
95,2021,quarantine areas placed
95,2021,areas placed observe
95,2021,placed observe following
95,2021,observe following protocols
95,2021,following protocols xxx
95,2021,protocols xxx hotels
95,2021,xxx hotels or_
95,2021,hotels or_ accommodation
95,2021,or_ accommodation establishments
95,2021,accommodation establishments valid
95,2021,establishments valid dot
95,2021,valid dot accreditation
95,2021,dot accreditation allowed
95,2021,accreditation allowed accommodate
95,2021,allowed accommodate guests
95,2021,accommodate guests clients
95,2021,guests clients legitimate
95,2021,clients legitimate purposes
95,2021,legitimate purposes state
95,2021,purposes state public
95,2021,state public health
95,2021,public health emergency
95,2021,health emergency operations
95,2021,emergency operations hotels
95,2021,operations hotels accommodation
95,2021,hotels accommodation establishments
95,2021,accommodation establishments well
95,2021,establishments well ancillary
95,2021,well ancillary establishments
95,2021,ancillary establishments within
95,2021,establishments within premises
95,2021,within premises restaurants
95,2021,premises restaurants cafés
95,2021,restaurants cafés gyms
95,2021,cafés gyms spas
95,2021,gyms spas function
95,2021,spas function halls
95,2021,function halls like
95,2021,halls like subject
95,2021,like subject guidelines
95,2021,subject guidelines issued
95,2021,guidelines issued dot
95,2021,issued dot iatf
95,2021,dot iatf xxx
95,2021,iatf xxx section
95,2021,xxx section guidelines
95,2021,section guidelines areas
95,2021,guidelines areas placed
95,2021,areas placed modified
95,2021,placed modified enhanced
95,2021,modified enhanced community
95,2021,enhanced community quarantine
95,2021,community quarantine areas
95,2021,quarantine areas placed
95,2021,areas placed mecq
95,2021,placed mecq observe
95,2021,mecq observe following
95,2021,observe following protocols
95,2021,following protocols xxx
95,2021,protocols xxx hotels
95,2021,xxx hotels or_
95,2021,hotels or_ accommodation
95,2021,or_ accommodation establishments
95,2021,accommodation establishments valid
95,2021,establishments valid dot
95,2021,valid dot accreditation
95,2021,dot accreditation allowed
95,2021,accreditation allowed accommodate
95,2021,allowed accommodate guests
95,2021,accommodate guests clients
95,2021,guests clients _legitimate
95,2021,clients _legitimate purposes
95,2021,_legitimate purposes state
95,2021,purposes state public
95,2021,state public health
95,2021,public health emergency
95,2021,health emergency operations
95,2021,emergency operations hotels
95,2021,operations hotels accommodation
95,2021,hotels accommodation establishments
95,2021,accommodation establishments well
95,2021,establishments well ancillary
95,2021,well ancillary establishments
95,2021,ancillary establishments within
95,2021,establishments within premises
95,2021,within premises such_as
95,2021,premises such_as restaurants
95,2021,such_as restaurants cafés
95,2021,restaurants cafés gyms
95,2021,cafés gyms spas
95,2021,gyms spas function
95,2021,spas function halls
95,2021,function halls like
95,2021,halls like subject
95,2021,like subject guidelines
95,2021,subject guidelines issued
95,2021,guidelines issued dot
95,2021,issued dot iatf
95,2021,dot iatf xxx
95,2021,iatf xxx section
95,2021,xxx section guidelines
95,2021,section guidelines areas
95,2021,guidelines areas general
95,2021,areas general community
95,2021,general community quarantine
95,2021,community quarantine areas
95,2021,quarantine areas placed
95,2021,areas placed gcq
95,2021,placed gcq observe
95,2021,gcq observe following
95,2021,observe following protocols
95,2021,following protocols xxx
95,2021,protocols xxx hotels
95,2021,xxx hotels accommodation
95,2021,hotels accommodation establishments
95,2021,accommodation establishments valid
95,2021,establishments valid dot
95,2021,valid dot accreditation
95,2021,dot accreditation allowed
95,2021,accreditation allowed accommodate
95,2021,allowed accommodate guests
95,2021,accommodate guests clients
95,2021,guests clients legitimate
95,2021,clients legitimate purposes
95,2021,legitimate purposes state
95,2021,purposes state public
95,2021,state public health
95,2021,public health emergency
95,2021,health emergency operations
95,2021,emergency operations hotels
95,2021,operations hotels accommodation
95,2021,hotels accommodation establishments
95,2021,accommodation establishments well
95,2021,establishments well ancillary
95,2021,well ancillary establishments
95,2021,ancillary establishments within
95,2021,establishments within premises
95,2021,within premises restaurants
95,2021,premises restaurants cafés
95,2021,restaurants cafés gyms
95,2021,cafés gyms spas
95,2021,gyms spas function
95,2021,spas function halls
95,2021,function halls like
95,2021,halls like subject
95,2021,like subject guidelines
95,2021,subject guidelines issued
95,2021,guidelines issued dot
95,2021,issued dot iatf
95,2021,dot iatf section
95,2021,iatf section guidelines
95,2021,section guidelines areas
95,2021,guidelines areas placed
95,2021,areas placed modified
95,2021,placed modified general
95,2021,modified general community
95,2021,general community quarantine
95,2021,community quarantine areas
95,2021,quarantine areas placed
95,2021,areas placed mgcq
95,2021,placed mgcq observe
95,2021,mgcq observe following
95,2021,observe following protocols
95,2021,following protocols xxx
95,2021,protocols xxx hotels
95,2021,xxx hotels accommodation
95,2021,hotels accommodation establishments
95,2021,accommodation establishments valid
95,2021,establishments valid dot
95,2021,valid dot accreditation
95,2021,dot accreditation allowed
95,2021,accreditation allowed accommodate
95,2021,allowed accommodate guests
95,2021,accommodate guests clients
95,2021,guests clients legitimate
95,2021,clients legitimate purposes
95,2021,legitimate purposes state
95,2021,purposes state public
95,2021,state public health
95,2021,public health emergency
95,2021,health emergency operations
95,2021,emergency operations hotels
95,2021,operations hotels accommodation
95,2021,hotels accommodation establishments
95,2021,accommodation establishments well
95,2021,establishments well ancillary
95,2021,well ancillary establishments
95,2021,ancillary establishments within
95,2021,establishments within premises
95,2021,within premises restaurants
95,2021,premises restaurants cafés
95,2021,restaurants cafés gyms
95,2021,cafés gyms spas
95,2021,gyms spas function
95,2021,spas function halls
95,2021,function halls like
95,2021,halls like subject
95,2021,like subject guidelines
95,2021,subject guidelines issued
95,2021,guidelines issued dot
95,2021,issued dot iatf
95,2021,dot iatf except
95,2021,iatf except otherwise
95,2021,except otherwise provided
95,2021,otherwise provided permitted
95,2021,provided permitted establishments
95,2021,permitted establishments activities
95,2021,establishments activities categories
95,2021,activities categories iii
95,2021,categories iii section
95,2021,iii section previous
95,2021,section previous sections
95,2021,previous sections omnibus
95,2021,sections omnibus guidelines
95,2021,omnibus guidelines allowed
95,2021,guidelines allowed operate
95,2021,allowed operate undertaken
95,2021,operate undertaken full
95,2021,undertaken full operational
95,2021,full operational capacity
95,2021,operational capacity xxx
95,2021,capacity xxx category
95,2021,xxx category iv_and
95,2021,category iv_and establishments
95,2021,iv_and establishments _not_permitted
95,2021,establishments _not_permitted operate_under
95,2021,_not_permitted operate_under previous
95,2021,operate_under previous sections
95,2021,previous sections guidelines
95,2021,sections guidelines at_a
95,2021,guidelines at_a maximum
95,2021,at_a maximum _of_fi
95,2021,maximum _of_fi ercent
95,2021,_of_fi ercent operational
95,2021,ercent operational capacity
95,2021,operational capacity notwithstanding
95,2021,capacity notwithstanding foregoing
95,2021,notwithstanding foregoing dti
95,2021,foregoing dti hereby
95,2021,dti hereby authorized
95,2021,hereby authorized issue
95,2021,authorized issue negative
95,2021,issue negative list
95,2021,negative list industries
95,2021,list industries remain
95,2021,industries remain prohibited
95,2021,remain prohibited even
95,2021,prohibited even areas
95,2021,even areas mgco
95,2021,areas mgco establishments
95,2021,mgco establishments negative
95,2021,establishments negative list
95,2021,negative list _not_
95,2021,list _not_ allowed
95,2021,_not_ allowed operate
95,2021,allowed operate in_any
95,2021,operate in_any form_of
95,2021,in_any form_of community
95,2021,form_of community quarantine
95,2021,community quarantine xxx
95,2021,quarantine xxx resolved
95,2021,xxx resolved chairperson
95,2021,resolved chairperson chairperson
95,2021,chairperson chairperson duly
95,2021,chairperson duly authorized
95,2021,duly authorized sign
95,2021,authorized sign resolution
95,2021,sign resolution behalf
95,2021,resolution behalf inter
95,2021,behalf inter agency
95,2021,inter agency task
95,2021,agency task force
95,2021,task force approved
95,2021,force approved 21st
95,2021,approved 21st january
95,2021,21st january 2021
95,2021,january 2021 videoconference
95,2021,2021 videoconference certification
96,2021,section article 1987
96,2021,article 1987 constitution
96,2021,1987 constitution states
96,2021,constitution states state
96,2021,states state protect
96,2021,state protect promote
96,2021,protect promote right
96,2021,promote right health
96,2021,right health people
96,2021,health people instill
96,2021,people instill health
96,2021,instill health consciousness
96,2021,health consciousness among
96,2021,consciousness among section
96,2021,among section executive
96,2021,section executive order
96,2021,executive order 168
96,2021,order 168 mandates
96,2021,168 mandates inter
96,2021,mandates inter agency
96,2021,inter agency task
96,2021,agency task force
96,2021,task force management
96,2021,force management emerging
96,2021,management emerging infectious
96,2021,emerging infectious diseases
96,2021,infectious diseases prevent
96,2021,diseases prevent minimize
96,2021,prevent minimize entry
96,2021,minimize entry suspected
96,2021,entry suspected confirmed
96,2021,suspected confirmed patients
96,2021,confirmed patients emerging
96,2021,patients emerging infectious
96,2021,emerging infectious diseases
96,2021,infectious diseases country
96,2021,diseases country september
96,2021,country september 2020
96,2021,september 2020 president
96,2021,2020 president issued
96,2021,president issued proclamation
96,2021,issued proclamation 1021
96,2021,proclamation 1021 2020
96,2021,1021 2020 extending
96,2021,2020 extending period
96,2021,extending period state
96,2021,period state calamity
96,2021,state calamity throughout
96,2021,calamity throughout philippines
96,2021,throughout philippines september
96,2021,philippines september 2021
96,2021,september 2021 department
96,2021,2021 department health
96,2021,department health received
96,2021,health received reports
96,2021,received reports regarding
96,2021,reports regarding new
96,2021,regarding new variant
96,2021,new variant sars
96,2021,variant sars cov
96,2021,sars cov vui
96,2021,cov vui 2020
96,2021,vui 2020 spreading
96,2021,2020 spreading united
96,2021,spreading united kingdom
96,2021,united kingdom great
96,2021,kingdom great britain
96,2021,great britain northern
96,2021,britain northern ireland
96,2021,northern ireland united
96,2021,ireland united kingdom
96,2021,united kingdom another
96,2021,kingdom another variant
96,2021,another variant identified
96,2021,variant identified south
96,2021,identified south africa
96,2021,south africa 501
96,2021,africa 501 memorandums
96,2021,501 memorandums executive
96,2021,memorandums executive secretary
96,2021,executive secretary provided
96,2021,secretary provided additional
96,2021,provided additional measures
96,2021,additional measures observed
96,2021,measures observed relative
96,2021,observed relative sars
96,2021,relative sars cov
96,2021,sars cov variant
96,2021,cov variant detected
96,2021,variant detected united
96,2021,detected united kingdom
96,2021,united kingdom including
96,2021,kingdom including imposition
96,2021,including imposition travel
96,2021,imposition travel restrictions
96,2021,travel restrictions countries
96,2021,restrictions countries jurisdictions
96,2021,countries jurisdictions new
96,2021,jurisdictions new covid
96,2021,new covid variants
96,2021,covid variants officially
96,2021,variants officially reported
96,2021,officially reported subjected
96,2021,reported subjected filipino
96,2021,subjected filipino citizens
96,2021,filipino citizens coming
96,2021,citizens coming countries
96,2021,coming countries jurisdictions
96,2021,countries jurisdictions absolute
96,2021,jurisdictions absolute day
96,2021,absolute day quarantine
96,2021,day quarantine period
96,2021,quarantine period notwithstanding
96,2021,period notwithstanding negative
96,2021,notwithstanding negative reverse
96,2021,negative reverse transcription
96,2021,reverse transcription polymerase
96,2021,transcription polymerase chain
96,2021,polymerase chain reaction
